path,transcription,substitute_char_by_ocr,substitute_char_by_keyboard,insert_char_randomly,substitute_char_randomly,swap_char_randomly,delete_char_randomly,uppercase_char_randomly,repeat_characters,leet_letters,whitespace_perturbation,substitute_with_homoglyphs,synonym_replacement,random_deletion,random_swap,random_insertion,misspell_word,abbreviate_word,multilingual_dictionary_based_code_switch,checklist,close_homophones_swap,back_translation,style_paraphraser,paraphrase
common_voice_en_17288240.mp3,How do I know?,H0w do I know?,How do I kniw?,How do I kn0ow?,How do I k@ow?,How do I knwo?,How do I kow?,How do I know?,HHooww  ddoo  II  kknnooww??,How do I kn03?,How do I know?,Ｈow do I 𝘬now?,How do iodin know?,How do I know?,do know? I How, How do  I know?,How do i'd know?,How do I noe ?,How do I know?,How @HOGK do https://t.co/775g I know?,How do Eye know?,How do I know?,How?,What is the way to determine my knowledge?
common_voice_en_19622213.mp3,This research activity was strictly related to his formulation of the ergodic hypothesis.,This research activity was strictly related to his f0kmolation of the er90dic hypothesis.,This reseSrfh activity was strictly related to his fprm8lat(on of the ergKdid hypothesis.,Th&is research activity was strict_lFy related to his formulation of the Vergxodic hypothesis.,This research activity was strictly reqatPd to his form#lqtion of the ergodic hywothes)s.,This research activity was sritctly related to his ofrmulation of the ergodic hpyotheiss.,Ths research activity was strtly related to his formulation of the ergodic hypoesis.,ThIs reSEarch acTivity wAs strIctLy relatEd tO his foRmulation Of The ergodic Hypothesis.,TThhiiss  rreesseeaarrcchh  aaccttiivviittyy  wwaass  ssttrriiccttllyy  rreellaatteedd  ttoo  hhiiss  ffoorrmmuullaattiioonn  ooff  tthhee  eerrggooddiicc  hhyyppootthheessiiss..,This research activity 3as strictl4 related t0 his f0r3ulation 0f t4e er90dic 4yp0thesis.,This research activity was  strictlyrelat ed tohis fo rmul ation of the e r godi c hypothesis.,𝚻his re𝙨𝑬arch actiᐯ𝙞ty 𝖂as 𝖲t𝙧ictly relatⴹd t𝕆 his formulα𝞣ion of th𝙴 ЕRgodic hy𝞠othes𝐢𝘚۰,This enquiry body process was purely link up to his expression of the ergodic hypothesis.,This activity was strictly related to his formulation of ergodic hypothesis.,This strictly activity was research related to his formulation of ergodic the hypothesis.,This research natural process activity was strictly related to his formulation of the link up ergodic hypothesis.,This research activity was stricly relatede to his formulation of e ergodic hypothesis.,This research activity wuz strictly related to his formulation of the ergodic hypothesis .,This البحوث activity was strictly related to his formulation of the ergodic hypothesis.,This research activity was strictly @h4yp related to his formulation of the ergodic https://t.co/PsO2 hypothesis.,This research activity was strictly related to his formulation of the ergodic hypothesis.,This research was closely related to his formulation of the ergodic hypothesis.,This was strictly his formulation of the ergodic hypothesis.,The ergodic hypothesis was the main focus of his research.
common_voice_en_121247.mp3,That's a pack of lies you're telling!,That ' s a pack of lies yuo ' ke telling!,That ' s a (ack of pies you ' re Ge?ling!,TKhat ' s a pack of liees you ' re tCellinfg!,Thxt ' s a pac$ of li0s you ' re telling!,That ' s a pakc of lise you ' re tlelnig!,Tha ' s a pack of lis you ' re telln!,That's a pAck oF lieS You're teLling!,TThhaatt''ss  aa  ppaacckk  ooff  lliieess  yyoouu''rree  tteelllliinngg!!,That's a pack 0f lies 40u're t3llin9!,That's a pack of lies you' re telling !,That's 𝑨 p𝚨𝐜𝐾 of lie𝑠 you'𝙧e telling!,That's a compact of lie you're telling!,a pack of lies you're telling!,That's a you're of pack lies telling!,face pack That's a pack of lie in lies you're telling!,That ' is a pack of lies you ' are tell!,That 's a pack of lies yuo 're telling !,That's a pack of lies you're telling!,That's a pack https://t.co/bF2S of lies you're telling! @MVD5,That's a pack of lies U.'re telling!,That's a lot of lies you tell!,That is a pack of lies you tell!,"You're telling a bunch of lies, folks!"
common_voice_en_550328.mp3,It was a good clock.,It wa8 a good clock.,It was a go)d ckock.,It was a 2good clocNk.,It was a gSod %lock.,It was a ogod colck.,It was a god clok.,IT was a good clocK.,IItt  wwaass  aa  ggoooodd  cclloocckk..,It 3as a 9o0d cl0ck.,It was a good clock.,ΙT wᗅs a good cᏞock.,it was a full clock.,It was good,It a was clock. good,It was a in effect good in effect clock.,Lt was a gold clock.,It wuz a good clock .,It كان a good clock.,@ydsV It was a good https://t.co/dQmM clock.,It was a good Klock.,It was a good watch.,This was a good clock.,The clock was a commendable piece of equipment.
common_voice_en_20046689.mp3,"All songs written by Tim Booth, Larry Gott and Jim Glennie except where noted.","A11 songs written by Tim Booth, Larry Gott and Jim Glennie except wheke noted.","All Eongs w#irten by Tim Booth, Larfy Gott and Jim Glennie WxcRpt where noted.","All songs written by Tim gBooth, Larry Gowtt and Jim Glennie Lexcep@t whlere noted.","All songs writOei by Tim Booth, LarrV GotK and Jim BlenniO except where noted.","All songs rwitten by Tim Booth, Lrary Gott and Jim Gelnnei excpte where noted.","All sngs written by Tim Boot, Lary Gott and Jim Glennie except where nted.","AlL songs written by Tim BoOth, Larry GoTt anD JIM GlennIE excEPt wheRE nOtEd.","AAllll  ssoonnggss  wwrriitttteenn  bbyy  TTiimm  BBooootthh,,  LLaarrrryy  GGootttt  aanndd  JJiimm  GGlleennnniiee  eexxcceepptt  wwhheerree  nnootteedd..","All songs written by 7i3 8oot4, Larr4 6ott and 9i3 Glennie 3xc3pt w4er3 noted.","All songs written by Tim B ooth, Larr y Got t andJim Gl enni e except where note d.","АᏞl sంngs written 𝝗y 𝖙im Bഠ𝙾𝚝h, 𐔦arry Gott an𝖣 Jim Glennіe 𝚬xcept wh𝓔𝐫e noted܂","all vocal spell by Tim Booth, Larry Gott and Jim Glennie exclude where noted.","All songs written by Tim Booth, Larry Gott except where","All songs written by Jim Booth, Larry noted. and Tim Glennie except where Gott","All songs written by Tim Booth, totally Larry Gott and Jim Glennie leave off except where noted.","All sohs written by Tim Booth, Larry Gott anf Jim Glennie except wher noted.","All songs written by Tim Booth , Larry Gott nd Jim Glennie except where noted .","All اغاني written by Tim Booth, Larry Gott and Jim Glennie except where noted.","All songs written @9fxR by Tim https://t.co/GlOu Booth, Larry Gott and Jim Glennie except where noted.","All songs written by Timm Booth, Larry Got and Jim Glennie except where noted.","All songs written by Tim Booth, Larry Gott and Jim Glennie, except where mentioned.","All songs written by Tim Booth, Larry Gott and Jim Glennie except where noted.","All songs by Tim Booth, Larry Gott, and Jim Glennie are included as examples."
common_voice_en_21332805.mp3,He served on the Eastern Front.,He served on the Eastern Fkunt.,He eerveC on the EaWterB Front.,He ster#ved on the Eastern Fzront.,He served on the 5avtern Frong.,He served on the Eastern Rfont.,He eved on the Etern Front.,He served On The Eastern FrOnT.,HHee  sseerrvveedd  oonn  tthhee  EEaasstteerrnn  FFrroonntt..,He serv3d 0n t4e 3ast3rn Front.,He served on the Eastern F ront.,He seRved ۵n ꭲh𑢮 Eastern Front.,helium function on the easterly Front.,He served Eastern,the served on Eastern He Front.,He served on help the help Eastern Front.,Hi served on thre Eastern Front.,He served on tha Eastern Front .,He خدم on the Eastern Front.,He served @RL9C on the Eastern https://t.co/VOcB Front.,He served on the Eastern Front.,He served on the Eastern Front.,He served on the Eastern front.,He was a soldier on the Eastern Front.
common_voice_en_32660704.mp3,It later borrowed from the Queensland Government for an emergency water supply.,1t 1atek borrowed from the Qoeens1and Government for an emergency water supply.,It later borrowed Grom the @ue3nsland Government for an emergency Qater supply.,It later borrowed froBm the Quee(nslaknd Government for an +emergen&cy water supply.,It later bo(rJwed from the Queensland Government for an emergency wateV %0pply.,It later borrowed from the Queesnalnd Government for an eermgency awter supply.,It later borrowed fro the Queensan oernment for an emergency water supply.,It later borrowed from the QueEnsland GoVernmEnt For an EMergeNCy watEr suPpLy.,IItt  llaatteerr  bboorrrroowweedd  ffrroomm  tthhee  QQuueeeennssllaanndd  GGoovveerrnnmmeenntt  ffoorr  aann  eemmeerrggeennccyy  wwaatteerr  ssuuppppllyy..,It later borrowed fr03 the Qu3ensland 60vern33nt for an em3rg3ncy 3ater supply.,It later borrowed from the  Queenslan d Gov ernmen t foran e mergency water supp ly.,It l𝒜ter borℜowed fʀom the QueΕnslΑn𝔇 𝓖overn𐌑e𝙽𝒯 for 𝔄n emerg𝙀𝓃𝒄y w𝘈teƦ supply.,it by and by borrow from the queensland administration for an exigency ho supply.,It later borrowed from the Government for water supply.,It later borrowed for the Queensland supply. from an emergency water Government,It later borrowed from the Queensland Government it for exigency an emergency water supply.,It laters borrowed from the Queensland Governement for an emergence water supply.,It ltr borrowed from the Queensland Government fo` an emergency h2o supply .,It لاحق borrowed from the Queensland Government for an emergency water supply.,It later borrowed @x1ZU from the Queensland Government for https://t.co/u1Dd an emergency water supply.,It later borrowed from Thee Queensland Government for 'N emergency water supply.,It later borrowed money from the Queensland government for an emergency water supply.,It borrowed from the Queensland Government for an emergency water supply.,An emergency water supply was secured by the Queensland Government through a loan.
common_voice_en_198412.mp3,It's better that way.,1t ' s better that way.,It ' s b4tt@r tha5 way.,It ' s betztePr th@at way.,It ' s betheC txat way.,It ' s btetre taht way.,It ' s bter tat way.,IT's betTer tHat way.,IItt''ss  bbeetttteerr  tthhaatt  wwaayy..,It's 63tter that 3ay.,It's better that way.,I𝞽'𝖘 𝔹et𝚝ℰr tha𝓽 way.,It's unspoilt that way.,It's better that,that way. It's better,It's in effect better that in effect way.,It ' a better that wat.,It 's btr that way .,It's افضل that way.,It's https://t.co/UAYS better that @jPxd way.,It's Bettor that Wei.,So it's better.,Tis better.,It's more advantageous in that way.
common_voice_en_20311341.mp3,"Louisville is southwest of Clayton, the county seat, and northeast of Clio.","Louisville i8 southwest uf Clayton, the county seat, and northeast of Clio.","Louisville is southwest of VPayton, the coJMty seat, and north@as4 of Clio.","aLouilsville is southwest of Clayrto%n, the county seat, and northeast of Cligo.","Louisville is Louthwzst of Clayton, the c#6nty 9eat, and northeast of Clio.","Louisville is southwest of Clayton, the county seta, and northeast of Cloi.","Louisville is southwest of Clayton, the cnty sat, and northeast of Cli.","LouisviLle is southwesT of CLaytoN, the COuNty seat, aNd NoRtheast of Clio.","LLoouuiissvviillllee  iiss  ssoouutthhwweesstt  ooff  CCllaayyttoonn,,  tthhee  ccoouunnttyy  sseeaatt,,  aanndd  nnoorrtthheeaasstt  ooff  CClliioo..","Louisville is south33st of 0la4t0n, t43 c0unty seat, and n0rt43ast 0f Clio.","Louisville is southwest of  Clayton,the c ountyseat,andnortheast of C l io.","Louisville is Տouthwest of CＬayton, 𝙩he c𝜎𑢸nty seat¸ and 𝑛orthe𝝖st of Ⅽlio.","louisville is southwestern united states of Clayton, the county seat, and northeastward of Clio.","southwest Clayton, the county seat, and northeast of Clio.","Louisville and southwest of Clayton, the county of is northeast seat, Clio.","Louisville south west is southwest of Clayton, the county seat, and louisville northeast of Clio.","Louisville was southwest of Clayton, thr county seat, and northeast lf Clio.","Louisville tis southwest of Clayton , the county seat , and northeast of Clio .","Louisville is southwest of Clayton, the county seat, and northeast of Clio.","Louisville is southwest @kBTh of Clayton, the county seat, https://t.co/N9vH and northeast of Clio.","Louisville is southwest of Clayton, the county seat, and North-East of Clio.","Louisville is southwest of Clayton, the county seat, and northeast of Clio.","Louisville is southwest of Clayton, the county seat, and northeast of Clio.","Clayton, the county seat, is situated to the southwest of Louisville, while Clio is located to its northeast."
common_voice_en_18732129.mp3,It is primarily known for its lake and motor racing.,1t is primarily known for its lake and motuk racing.,It is pr8marKly known for its laMe and motor rXcinn.,It is pritma&rily kTnown for its laBke and motor racing.,It is primari(y knohn for its lake and motor r*cinu.,It is primarily konwn for its laek and motro racing.,It is prmaril knon for its lak and motor racing.,It iS primaRily known for ItS LaKe anD mOtor racing.,IItt  iiss  pprriimmaarriillyy  kknnoowwnn  ffoorr  iittss  llaakkee  aanndd  mmoottoorr  rraacciinngg..,It is primaril4 kn03n f0r its lak3 and m0t0r racing.,It is primarily known forits lake a nd mo tor ra cing.,It 𝗶s prima𝔯ily 𝚔nown ẝor it𝒔 l𝐴ke and moto𝕣 racin𝑮٠,information technology is principally get it on for its lake and motive racing.,It is primarily known for lake and motor racing.,It is motor known for lake its and primarily racing.,It it is primarily known for its it lake and motor racing.,It's is primarily knowning for it lake and motor racing.,It tis primarily known for its lake and motor racing .,It is primarily known for its lake and motor racing.,It is @HfOK primarily known for its lake https://t.co/alIf and motor racing.,It is primarily known for its lake and motor racing.,It is primarily known for its lake and its car races.,It is chiefly known for its lake and motor-race.,The lake and motor racing are the main draws for it.
common_voice_en_27409129.mp3,"No, Harvey, I'm a paper-maker.","No, Harvey, I ' m a paper - maker.","No, narv2y, I ' m a 0aper - makSr.","No, Halrvely, I ' m a pa@per - mak3er.","No, Iar9ey, I ' m a pap_r - mak)r.","No, Ahrevy, I ' m a ppaer - maekr.","No, Hary, I ' m a aper - maer.","No, Harvey, I'm a paper-MaKeR.","NNoo,,  HHaarrvveeyy,,  II''mm  aa  ppaappeerr--mmaakkeerr..","No, Harv34, 1'm a pap3r-3aker.","No, Harvey, I'm a paper-ma ker.","No, HarvΕy, I'm a paper-maker.","No, Harvey, I'm a paper-maker.","No, Harvey, I'm a paper-maker.","No, Harvey, I'm a paper-maker.","No, Harvey, I'm a paper-maker.","N'°, Harvey, I ' m a pater - maker.","No , Harvey , I 'm a paper - maker .","No, Harvey, I'm a paper-maker.","https://t.co/WJ4B No, Harvey, I'm a paper-maker. @i9br","No, Harvie, Eye'm a paper-maker.","No, Harvey, I'm a papermaker.","No, Harvey, I am a paper-maker.","I'm a paper-maker, Harvey."
